scenario,GID_2,cropping_year,yield_meher_maize,yield_meher_wheat,yield_meher_teff,yield_meher_sorghum,yield_meher_barley,yield_belg_maize,yield_belg_wheat,yield_belg_teff,yield_belg_sorghum,yield_belg_barley,rel_anomaly_yield_meher_maize,rel_anomaly_yield_meher_wheat,rel_anomaly_yield_meher_teff,rel_anomaly_yield_meher_sorghum,rel_anomaly_yield_meher_barley,rel_anomaly_yield_belg_maize,rel_anomaly_yield_belg_wheat,rel_anomaly_yield_belg_teff,rel_anomaly_yield_belg_sorghum,rel_anomaly_yield_belg_barley
S0_BASE_bs00_E07,ETH.8.4,2018,36.70,14.02,2.17,28.35,26.56,37.09,35.58,3.48,26.57,28.21,-2.76,-42.49,16.83,10.35,-7.71,4.96,35.23,-57.72,1.40,-0.31
S0_BASE_bs00_E08,ETH.8.4,2018,37.36,10.00,1.33,25.35,28.32,34.62,36.62,3.40,23.58,30.26,-0.99,-58.97,-28.33,-1.30,-1.59,-2.03,39.20,-58.60,-9.99,6.92
S0_BASE_bs00_E09,ETH.8.4,2018,38.17,28.91,2.71,32.62,29.28,36.45,15.77,8.02,31.96,35.45,1.15,18.59,45.65,26.98,1.75,3.14,-40.07,-2.38,21.97,25.27
S0_BASE_bs00_E10,ETH.8.4,2018,40.50,13.18,1.86,28.32,29.13,37.22,33.93,3.37,28.57,28.37,7.32,-45.93,-0.23,10.23,1.22,5.32,28.98,-59.04,9.03,0.25
S0_BASE_bs00_E11,ETH.8.4,2018,36.12,13.05,1.00,27.07,29.46,33.73,36.53,3.81,24.22,28.12,-4.30,-46.48,-45.99,5.35,2.37,-4.56,38.84,-53.62,-7.57,-0.62
S0_BASE_bs00_E12,ETH.8.4,2018,37.06,13.06,3.00,28.89,27.59,36.46,34.29,3.71,25.23,28.51,-1.81,-46.45,61.45,12.45,-4.15,3.17,30.32,-54.92,-3.72,0.74
S0_BASE_bs00_E13,ETH.8.4,2018,37.81,15.67,2.08,26.49,29.23,36.88,33.04,3.22,28.18,28.83,0.18,-35.72,11.58,3.12,1.58,4.35,25.60,-60.77,7.55,1.86
S0_BASE_bs00_E14,ETH.8.4,2018,37.64,25.04,2.55,30.15,27.18,35.28,7.14,3.02,29.58,34.38,-0.26,2.69,37.31,17.34,-5.57,-0.17,-72.87,-63.20,12.91,21.47
S0_BASE_bs00_E15,ETH.8.4,2018,38.15,15.55,2.83,28.72,27.18,35.17,7.81,3.14,24.02,31.66,1.09,-36.20,52.19,11.78,-5.55,-0.48,-70.31,-61.76,-8.32,11.87
S0_BASE_bs00_E16,ETH.8.4,2018,37.70,19.48,2.76,29.53,34.23,36.72,10.44,5.30,28.83,33.92,-0.10,-20.11,48.43,14.96,18.93,3.90,-60.31,-35.56,10.02,19.86
S0_BASE_bs00_E17,ETH.8.4,2018,36.04,14.57,1.10,26.50,32.61,36.02,34.46,3.01,26.04,28.46,-4.52,-40.22,-41.03,3.13,13.31,1.94,30.97,-63.35,-0.62,0.56
S0_BASE_bs00_E18,ETH.8.4,2018,39.09,16.25,2.59,25.85,28.17,37.32,15.03,2.98,27.24,31.80,3.58,-33.33,39.47,0.61,-2.14,5.60,-42.87,-63.78,3.98,12.37
S0_BASE_bs00_E19,ETH.8.4,2018,38.33,14.77,1.39,27.98,28.05,35.64,29.03,5.06,29.02,32.98,1.55,-39.42,-25.48,8.91,-2.53,0.84,10.34,-38.41,10.78,16.52
S0_BASE_bs00_E20,ETH.8.4,2018,38.33,14.29,2.87,28.48,26.74,35.31,33.17,1.82,24.05,27.96,1.57,-41.37,54.28,10.88,-7.09,-0.08,26.09,-77.82,-8.20,-1.21
S0_BASE_bs00_E21,ETH.8.4,2018,37.48,18.76,2.84,29.58,31.03,36.15,34.95,3.26,31.94,27.22,-0.68,-23.04,52.67,15.16,7.83,2.28,32.84,-60.38,21.90,-3.82
S0_BASE_bs00_E22,ETH.8.4,2018,37.68,11.46,1.18,26.62,29.78,37.18,37.51,3.73,28.73,30.30,-0.16,-53.00,-36.70,3.61,3.47,5.22,42.57,-54.68,9.64,7.07
S0_BASE_bs00_E23,ETH.8.4,2018,37.92,18.25,1.24,30.46,27.21,38.14,23.08,6.30,29.05,28.12,0.47,-25.15,-33.47,18.56,-5.46,7.93,-12.27,-23.35,10.88,-0.63
S0_BASE_bs00_E24,ETH.8.4,2018,36.08,15.45,1.35,27.80,30.45,35.73,28.77,5.78,31.05,29.30,-4.39,-36.64,-27.57,8.21,5.82,1.10,9.34,-29.63,18.53,3.54
S0_BASE_bs00_E25,ETH.8.4,2018,38.66,18.03,1.20,27.96,27.04,37.49,37.75,3.48,30.76,31.02,2.44,-26.04,-35.25,8.83,-6.04,6.09,43.47,-57.69,17.40,9.62
S0_BASE_bs00_E26,ETH.8.4,2018,37.29,17.78,1.52,29.54,27.88,35.14,26.75,3.79,30.91,27.99,-1.18,-27.06,-18.17,15.00,-3.13,-0.57,1.67,-53.86,17.97,-1.11
S0_BASE_bs00_E27,ETH.8.4,2018,37.88,18.73,1.40,29.98,28.84,35.21,14.90,7.71,31.61,28.13,0.37,-23.16,-24.88,16.71,0.20,-0.37,-43.36,-6.25,20.63,-0.62
S0_BASE_bs00_E28,ETH.8.4,2018,37.95,19.04,1.38,31.15,26.30,36.69,18.22,3.59,31.05,34.00,0.56,-21.90,-25.96,21.27,-8.60,3.83,-30.74,-56.33,18.50,20.15
S0_BASE_bs00_E29,ETH.8.4,2018,39.07,18.46,1.26,30.01,27.74,35.98,18.95,6.34,31.96,32.35,3.53,-24.28,-32.00,16.80,-3.62,1.82,-27.99,-22.86,21.98,14.32
S0_BASE_bs00_E30,ETH.8.4,2018,38.98,15.76,0.97,30.27,26.89,34.68,9.64,3.75,29.28,34.48,3.28,-35.37,-48.02,17.81,-6.58,-1.86,-63.36,-54.33,11.74,21.85
S0_BASE_bs00_E31,ETH.8.4,2018,35.02,13.90,1.53,30.41,27.75,37.03,37.50,3.24,28.49,30.95,-7.20,-42.97,-17.65,18.36,-3.57,4.77,42.53,-60.58,8.75,9.37
S0_BASE_bs00_E32,ETH.8.4,2018,36.72,14.55,1.52,27.38,27.42,37.48,36.81,5.64,31.29,31.27,-2.70,-40.33,-18.03,6.58,-4.72,6.07,39.93,-31.36,19.45,10.49
S0_BASE_bs00_E33,ETH.8.4,2018,37.44,14.67,1.21,26.28,28.06,36.39,32.63,3.53,32.01,28.96,-0.80,-39.81,-34.89,2.29,-2.50,2.96,24.03,-57.01,22.18,2.33
S0_BASE_bs00_E34,ETH.8.4,2018,36.28,14.11,1.22,25.18,29.55,35.81,37.23,3.53,27.49,29.30,-3.88,-42.11,-34.53,-1.98,2.68,1.32,41.49,-57.02,4.92,3.53
S0_BASE_bs00_E01,ETH.8.5,2018,35.74,9.79,4.80,NA,19.41,40.97,33.70,3.17,NA,25.61,1.01,-27.23,23.63,NA,12.67,7.65,2.59,-2.12,NA,7.00
S0_BASE_bs00_E02,ETH.8.5,2018,38.68,11.51,4.66,NA,17.92,37.62,33.08,2.80,NA,25.40,9.34,-14.52,20.20,NA,3.99,-1.15,0.69,-13.43,NA,6.11
S0_BASE_bs00_E03,ETH.8.5,2018,38.73,10.28,4.17,NA,14.51,40.83,34.44,3.05,NA,24.63,9.46,-23.66,7.49,NA,-15.81,7.29,4.83,-6.01,NA,2.88
S0_BASE_bs00_E04,ETH.8.5,2018,38.99,18.85,9.69,NA,22.16,42.28,34.79,5.81,NA,25.61,10.21,40.06,149.80,NA,28.64,11.08,5.90,79.34,NA,6.97
S0_BASE_bs00_E05,ETH.8.5,2018,39.02,14.23,5.33,NA,15.94,37.44,34.46,5.72,NA,24.87,10.28,5.69,37.29,NA,-7.47,-1.63,4.89,76.69,NA,3.87
S0_BASE_bs00_E06,ETH.8.5,2018,40.67,18.27,5.00,NA,18.77,42.61,36.28,3.97,NA,25.63,14.96,35.71,28.85,NA,8.95,11.94,10.45,22.49,NA,7.05
S0_BASE_bs00_E07,ETH.8.5,2018,39.09,12.86,3.83,NA,17.10,42.42,33.18,3.64,NA,24.20,10.48,-4.45,-1.33,NA,-0.73,11.47,1.01,12.27,NA,1.09
S0_BASE_bs00_E08,ETH.8.5,2018,37.60,14.01,3.58,NA,16.03,41.14,34.38,5.27,NA,24.91,6.26,4.11,-7.73,NA,-6.97,8.10,4.66,62.71,NA,4.07
S0_BASE_bs00_E09,ETH.8.5,2018,38.92,12.30,4.96,NA,19.21,43.04,34.13,1.58,NA,23.86,10.02,-8.60,27.82,NA,11.50,13.09,3.91,-51.36,NA,-0.32
S0_BASE_bs00_E10,ETH.8.5,2018,35.35,10.32,4.57,NA,18.15,37.40,32.12,3.68,NA,24.43,-0.08,-23.31,17.88,NA,5.33,-1.74,-2.23,13.59,NA,2.03
S0_BASE_bs00_E11,ETH.8.5,2018,37.99,19.36,6.42,NA,19.42,42.72,33.62,6.20,NA,24.05,7.38,43.83,65.50,NA,12.71,12.24,2.33,91.29,NA,0.45
S0_BASE_bs00_E12,ETH.8.5,2018,38.47,16.04,4.21,NA,18.89,43.22,35.68,5.12,NA,25.32,8.74,19.17,8.54,NA,9.64,13.57,8.61,58.02,NA,5.75
S0_BASE_bs00_E13,ETH.8.5,2018,34.50,14.43,3.78,NA,14.58,40.33,34.34,6.19,NA,24.01,-2.48,7.21,-2.54,NA,-15.37,5.96,4.52,91.16,NA,0.31
S0_BASE_bs00_E14,ETH.8.5,2018,38.05,10.80,1.99,NA,20.34,36.22,28.47,2.80,NA,22.10,7.55,-19.78,-48.60,NA,18.04,-4.85,-13.33,-13.65,NA,-7.68
S0_BASE_bs00_E15,ETH.8.5,2018,35.15,14.26,2.81,NA,14.36,42.49,34.10,5.81,NA,23.86,-0.65,5.92,-27.47,NA,-16.63,11.64,3.79,79.31,NA,-0.32
S0_BASE_bs00_E16,ETH.8.5,2018,36.12,11.16,3.70,NA,21.09,35.46,33.06,1.82,NA,23.67,2.09,-17.08,-4.55,NA,22.39,-6.84,0.63,-43.85,NA,-1.12
S0_BASE_bs00_E17,ETH.8.5,2018,37.26,13.17,3.35,NA,17.83,39.25,33.11,4.42,NA,23.94,5.32,-2.16,-13.73,NA,3.49,3.12,0.78,36.38,NA,-0.02
S0_BASE_bs00_E18,ETH.8.5,2018,39.17,14.42,3.77,NA,16.62,36.11,32.63,2.35,NA,23.41,10.72,7.16,-2.95,NA,-3.52,-5.11,-0.66,-27.58,NA,-2.23
S0_BASE_bs00_E19,ETH.8.5,2018,37.10,10.84,4.22,NA,17.69,36.94,32.33,2.35,NA,24.74,4.86,-19.44,8.64,NA,2.66,-2.95,-1.58,-27.46,NA,3.34
S0_BASE_bs00_E20,ETH.8.5,2018,35.75,13.16,3.97,NA,14.49,42.73,33.39,4.63,NA,24.15,1.04,-2.20,2.39,NA,-15.90,12.27,1.64,42.77,NA,0.89
S0_BASE_bs00_E21,ETH.8.5,2018,40.86,11.93,5.41,NA,20.67,39.03,34.16,2.11,NA,26.76,15.50,-11.35,39.52,NA,19.99,2.55,3.99,-34.84,NA,11.77
S0_BASE_bs00_E22,ETH.8.5,2018,41.81,17.17,6.40,NA,22.22,40.65,36.31,6.30,NA,26.05,18.18,27.53,64.82,NA,28.94,6.81,10.55,94.40,NA,8.83
S0_BASE_bs00_E23,ETH.8.5,2018,37.49,12.42,4.90,NA,21.49,44.07,36.83,4.16,NA,27.28,5.97,-7.72,26.31,NA,24.74,15.78,12.13,28.50,NA,13.97
S0_BASE_bs00_E24,ETH.8.5,2018,39.95,13.65,4.21,NA,14.18,41.19,36.61,3.61,NA,26.85,12.93,1.38,8.38,NA,-17.68,8.21,11.45,11.32,NA,12.17
S0_BASE_bs00_E25,ETH.8.5,2018,41.13,11.06,4.52,NA,14.06,42.89,36.69,1.04,NA,25.46,16.26,-17.83,16.42,NA,-18.37,12.70,11.68,-67.95,NA,6.35
S0_BASE_bs00_E26,ETH.8.5,2018,40.22,12.00,3.38,NA,15.57,43.10,35.92,2.65,NA,26.02,13.69,-10.86,-13.00,NA,-9.63,13.24,9.34,-18.35,NA,8.69
S0_BASE_bs00_E27,ETH.8.5,2018,41.34,13.49,1.82,NA,15.27,44.27,35.37,3.39,NA,25.70,16.85,0.26,-53.15,NA,-11.40,16.32,7.66,4.78,NA,7.36
S0_BASE_bs00_E28,ETH.8.5,2018,34.34,11.93,2.64,NA,15.31,39.85,34.16,2.87,NA,26.31,-2.93,-11.38,-32.02,NA,-11.16,4.69,3.98,-11.36,NA,9.88
S0_BASE_bs00_E29,ETH.8.5,2018,40.81,13.70,8.85,NA,21.85,41.46,37.59,4.08,NA,27.35,15.35,1.79,128.22,NA,26.81,8.94,14.41,25.83,NA,14.26
S0_BASE_bs00_E30,ETH.8.5,2018,40.57,13.65,4.78,NA,21.63,40.29,33.61,4.18,NA,25.28,14.67,1.38,23.32,NA,25.52,5.85,2.32,29.17,NA,5.60
S0_BASE_bs00_E31,ETH.8.5,2018,41.21,14.24,4.23,NA,16.54,45.28,36.04,2.72,NA,25.54,16.47,5.79,9.05,NA,-4.03,18.96,9.71,-16.18,NA,6.67
S0_BASE_bs00_E32,ETH.8.5,2018,43.04,17.99,9.06,NA,21.69,41.25,36.16,5.40,NA,25.92,21.66,33.67,133.61,NA,25.89,8.39,10.08,66.66,NA,8.28
S0_BASE_bs00_E33,ETH.8.5,2018,40.62,10.58,4.57,NA,22.08,41.83,37.92,2.66,NA,27.26,14.80,-21.40,17.74,NA,28.13,9.91,15.44,-17.91,NA,13.85
S0_BASE_bs00_E34,ETH.8.5,2018,41.02,20.64,8.93,NA,23.19,43.06,35.55,4.31,NA,24.66,15.93,53.37,130.24,NA,34.61,13.15,8.21,33.16,NA,3.02
S0_BASE_bs00_E01,ETH.8.6,2018,61.20,11.18,16.20,36.44,27.07,55.47,31.47,16.16,43.36,25.14,8.77,24.94,22.21,9.33,26.50,0.75,59.81,-5.37,18.19,3.80
S0_BASE_bs00_E02,ETH.8.6,2018,57.16,12.64,15.17,41.97,27.27,57.47,32.33,16.67,42.97,26.06,1.58,41.20,14.40,25.94,27.44,4.37,64.21,-2.42,17.13,7.61
S0_BASE_bs00_E03,ETH.8.6,2018,59.88,18.22,14.53,38.96,28.90,55.74,27.62,16.93,40.98,26.69,6.41,103.60,9.57,16.89,35.04,1.23,40.29,-0.88,11.68,10.18
S0_BASE_bs00_E04,ETH.8.6,2018,56.29,12.43,13.92,37.19,27.30,55.29,32.66,16.13,36.22,27.65,0.04,38.83,5.01,11.57,27.57,0.41,65.85,-5.57,-1.28,14.17
S0_BASE_bs00_E05,ETH.8.6,2018,53.31,7.76,9.39,32.23,25.21,57.50,32.44,12.95,34.29,26.57,-5.26,-13.34,-29.20,-3.29,17.82,4.44,64.74,-24.17,-6.53,9.69
S0_BASE_bs00_E06,ETH.8.6,2018,66.92,22.60,13.02,42.91,29.22,57.88,13.34,16.69,39.33,20.07,18.92,152.52,-1.83,28.74,36.54,5.12,-32.25,-2.30,7.18,-17.15
S0_BASE_bs00_E07,ETH.8.6,2018,60.48,11.18,9.07,38.33,26.98,58.94,27.49,15.74,41.29,20.57,7.49,24.90,-31.59,15.01,26.06,7.05,39.59,-7.86,12.53,-15.08
S0_BASE_bs00_E08,ETH.8.6,2018,58.04,7.91,9.59,34.49,26.91,57.39,31.49,16.01,44.34,25.96,3.14,-11.57,-27.67,3.49,25.74,4.23,59.91,-6.24,20.84,7.18
S0_BASE_bs00_E09,ETH.8.6,2018,65.31,23.77,14.94,44.57,31.86,56.29,4.22,17.11,41.69,16.73,16.07,165.61,12.66,33.72,48.86,2.24,-78.58,0.16,13.63,-30.92
S0_BASE_bs00_E10,ETH.8.6,2018,58.13,5.93,13.77,34.21,24.95,57.31,28.18,16.23,45.02,25.63,3.31,-33.73,3.82,2.64,16.61,4.08,43.14,-4.99,22.70,5.82
S0_BASE_bs00_E11,ETH.8.6,2018,57.23,8.22,9.32,37.88,23.41,58.82,27.38,13.14,42.55,20.57,1.71,-8.15,-29.68,13.65,9.39,6.82,39.05,-23.07,15.98,-15.07
S0_BASE_bs00_E12,ETH.8.6,2018,49.51,11.22,12.90,36.57,26.84,56.54,27.11,16.22,35.33,22.80,-12.01,25.32,-2.74,9.71,25.44,2.69,37.69,-5.02,-3.71,-5.87
S0_BASE_bs00_E13,ETH.8.6,2018,67.33,17.04,13.25,38.99,26.14,57.24,13.25,13.06,39.52,23.33,19.66,90.40,-0.08,16.97,22.14,3.96,-32.71,-23.54,7.71,-3.66
S0_BASE_bs00_E14,ETH.8.6,2018,67.64,23.10,16.04,40.32,27.90,57.59,1.69,17.07,39.20,18.47,20.20,158.15,20.98,20.97,30.38,4.60,-91.41,-0.04,6.84,-23.75
S0_BASE_bs00_E15,ETH.8.6,2018,67.52,20.01,12.39,40.83,28.09,61.38,4.24,17.12,37.12,12.08,20.00,123.61,-6.53,22.49,31.27,11.47,-78.48,0.25,1.18,-50.14
S0_BASE_bs00_E16,ETH.8.6,2018,62.71,19.80,13.10,40.09,27.59,55.92,2.26,17.61,40.18,17.33,11.44,121.24,-1.21,20.29,28.93,1.56,-88.53,3.09,9.51,-28.43
S0_BASE_bs00_E17,ETH.8.6,2018,57.95,14.74,16.10,37.74,28.80,56.85,24.84,16.40,35.36,19.37,2.99,64.72,21.42,13.24,34.56,3.26,26.14,-3.99,-3.64,-20.02
S0_BASE_bs00_E18,ETH.8.6,2018,58.95,15.66,16.32,37.78,26.79,58.13,23.16,13.25,45.19,24.39,4.77,74.95,23.05,13.34,25.17,5.58,17.62,-22.43,23.18,0.72
S0_BASE_bs00_E19,ETH.8.6,2018,58.93,11.57,9.33,33.53,26.48,57.91,28.31,12.63,44.48,22.42,4.73,29.26,-29.64,0.60,23.74,5.17,43.79,-26.06,21.24,-7.44
S0_BASE_bs00_E20,ETH.8.6,2018,57.43,11.83,17.29,37.56,26.66,57.35,21.90,12.82,44.74,25.28,2.07,32.17,30.41,12.68,24.60,4.17,11.25,-24.91,21.94,4.38
S0_BASE_bs00_E21,ETH.8.6,2018,60.43,16.41,14.80,40.30,29.90,55.58,29.35,16.69,39.93,25.88,7.38,83.35,11.59,20.92,39.74,0.94,49.05,-2.29,8.82,6.86
S0_BASE_bs00_E22,ETH.8.6,2018,62.76,13.54,9.43,35.74,27.27,54.90,31.11,16.29,41.00,23.89,11.53,51.31,-28.90,7.22,27.43,-0.29,57.98,-4.62,11.75,-1.37
S0_BASE_bs00_E23,ETH.8.6,2018,64.04,18.79,12.01,42.02,27.89,59.40,27.11,16.92,46.39,25.00,13.81,109.93,-9.41,26.06,30.31,7.88,37.68,-0.96,26.44,3.24
S0_BASE_bs00_E24,ETH.8.6,2018,59.30,14.32,3.96,44.37,25.38,56.89,28.22,16.58,42.42,27.14,5.38,59.97,-70.13,33.13,18.59,3.33,43.34,-2.91,15.63,12.04
S0_BASE_bs00_E25,ETH.8.6,2018,64.40,14.92,9.66,44.66,28.71,57.99,25.86,16.02,44.54,25.24,14.44,66.71,-27.14,33.99,34.15,5.32,31.31,-6.23,21.40,4.20
S0_BASE_bs00_E26,ETH.8.6,2018,67.19,16.17,12.52,42.09,28.51,59.06,32.28,12.97,44.73,25.66,19.41,80.66,-5.56,26.29,33.23,7.26,63.96,-24.07,21.92,5.93
S0_BASE_bs00_E27,ETH.8.6,2018,64.85,16.80,10.33,44.39,27.12,55.90,7.45,17.58,43.99,24.39,15.25,87.76,-22.13,33.19,26.73,1.53,-62.18,2.93,19.90,0.68
S0_BASE_bs00_E28,ETH.8.6,2018,63.02,23.80,9.29,45.54,28.19,58.33,13.40,16.53,45.65,18.93,12.00,165.92,-29.96,36.62,31.75,5.93,-31.94,-3.20,24.43,-21.84
S0_BASE_bs00_E29,ETH.8.6,2018,62.95,17.20,9.28,42.91,28.67,58.06,22.30,13.43,45.79,20.86,11.88,92.15,-29.99,28.75,33.96,5.45,13.25,-21.35,24.80,-13.86
S0_BASE_bs00_E30,ETH.8.6,2018,66.53,15.70,15.10,39.53,27.06,57.04,11.50,16.40,46.15,19.25,18.23,75.39,13.87,18.60,26.45,3.59,-41.57,-3.98,25.79,-20.53
S0_BASE_bs00_E31,ETH.8.6,2018,58.63,13.56,10.62,45.00,27.57,57.80,27.65,16.46,43.73,24.79,4.19,51.49,-19.89,35.02,28.85,4.97,40.45,-3.63,19.19,2.34
S0_BASE_bs00_E32,ETH.8.6,2018,62.42,20.56,7.56,44.52,28.77,59.05,13.68,13.42,43.71,19.30,10.94,129.71,-43.00,33.59,34.43,7.25,-30.51,-21.45,19.12,-20.30
S0_BASE_bs00_E33,ETH.8.6,2018,62.47,17.86,7.50,44.15,26.82,57.47,29.00,16.57,44.59,27.39,11.03,99.56,-43.43,32.45,25.34,4.37,47.29,-2.98,21.52,13.10
S0_BASE_bs00_E34,ETH.8.6,2018,61.79,17.34,2.22,39.50,26.48,57.27,27.61,16.53,44.00,21.45,9.82,93.76,-83.24,18.50,23.74,4.01,40.20,-3.22,19.93,-11.42
S0_BASE_bs00_E01,ETH.8.7,2018,55.06,3.61,16.39,35.16,23.35,62.54,45.75,16.35,41.46,41.08,21.06,-52.91,33.98,6.17,13.38,11.05,21.71,17.78,10.64,14.74
S0_BASE_bs00_E02,ETH.8.7,2018,57.75,4.84,18.85,36.63,25.17,61.64,43.23,18.35,40.89,36.62,26.98,-36.84,54.16,10.60,22.26,9.45,15.01,32.18,9.12,2.28
S0_BASE_bs00_E03,ETH.8.7,2018,53.95,4.64,18.45,37.14,25.50,61.50,47.29,17.76,41.91,38.41,18.63,-39.48,50.86,12.14,23.85,9.19,25.81,27.98,11.85,7.28
S0_BASE_bs00_E04,ETH.8.7,2018,53.79,15.98,17.88,35.52,25.97,61.56,46.14,15.96,40.99,37.63,18.28,108.64,46.21,7.25,26.11,9.30,22.75,14.95,9.41,5.10
S0_BASE_bs00_E05,ETH.8.7,2018,53.12,2.36,18.03,33.91,21.28,58.13,48.80,16.34,40.22,40.48,16.80,-69.22,47.39,2.39,3.33,3.21,29.82,17.72,7.34,13.07
S0_BASE_bs00_E06,ETH.8.7,2018,58.54,18.56,20.89,38.26,26.82,62.50,48.12,17.53,43.41,36.42,28.72,142.24,70.80,15.53,30.26,10.98,28.01,26.31,15.86,1.74
S0_BASE_bs00_E07,ETH.8.7,2018,55.42,2.96,18.89,35.52,24.82,63.01,44.84,15.87,43.64,36.53,21.86,-61.42,54.44,7.26,20.54,11.88,19.29,14.35,16.47,2.04
S0_BASE_bs00_E08,ETH.8.7,2018,56.23,5.50,19.08,36.82,27.41,62.90,24.36,17.75,43.03,39.03,23.64,-28.20,56.01,11.18,33.13,11.68,-35.21,27.88,14.85,9.03
S0_BASE_bs00_E09,ETH.8.7,2018,61.28,35.33,17.97,40.19,30.75,71.60,31.05,16.77,50.81,36.92,34.74,361.25,46.97,21.34,49.35,27.14,-17.39,20.81,35.61,3.13
S0_BASE_bs00_E10,ETH.8.7,2018,54.86,3.07,17.69,35.55,23.58,60.26,48.54,17.03,43.51,41.34,20.63,-59.88,44.68,7.34,14.54,6.99,29.12,22.70,16.11,15.48
S0_BASE_bs00_E11,ETH.8.7,2018,56.14,5.65,18.82,36.00,23.57,63.71,42.87,15.86,41.10,38.09,23.44,-26.30,53.91,8.69,14.50,13.11,14.06,14.29,9.69,6.40
S0_BASE_bs00_E12,ETH.8.7,2018,47.38,4.36,16.97,34.16,21.27,61.48,43.71,16.06,42.50,37.11,4.17,-43.02,38.77,3.13,3.30,9.16,16.28,15.69,13.43,3.65
S0_BASE_bs00_E13,ETH.8.7,2018,60.12,14.76,17.13,35.69,25.38,62.36,45.19,17.47,40.18,38.94,32.19,92.64,40.04,7.75,23.27,10.73,20.22,25.86,7.23,8.76
S0_BASE_bs00_E14,ETH.8.7,2018,59.54,16.68,18.02,36.84,25.26,60.70,27.19,17.79,42.10,35.00,30.91,117.70,47.31,11.24,22.66,7.77,-27.67,28.16,12.35,-2.23
S0_BASE_bs00_E15,ETH.8.7,2018,58.97,6.40,18.10,37.62,28.73,65.53,3.28,17.01,41.83,22.98,29.67,-16.46,47.98,13.59,39.54,16.36,-91.28,22.58,11.63,-35.81
S0_BASE_bs00_E16,ETH.8.7,2018,55.69,18.95,18.60,37.98,28.26,63.12,7.26,17.17,41.07,30.89,22.44,147.35,52.09,14.67,37.27,12.08,-80.68,23.70,9.60,-13.71
S0_BASE_bs00_E17,ETH.8.7,2018,56.58,5.03,16.38,36.81,23.58,61.83,28.37,18.72,41.89,34.78,24.41,-34.38,33.92,11.14,14.53,9.78,-24.52,34.85,11.79,-2.84
S0_BASE_bs00_E18,ETH.8.7,2018,46.81,2.73,14.95,35.11,21.69,61.06,47.66,16.71,42.05,38.25,2.92,-64.39,22.20,5.99,5.34,8.41,26.80,20.38,12.22,6.84
S0_BASE_bs00_E19,ETH.8.7,2018,55.87,5.00,18.49,37.83,24.18,62.29,48.03,17.30,44.22,43.36,22.85,-34.75,51.19,14.21,17.44,10.60,27.78,24.61,18.02,21.12
S0_BASE_bs00_E20,ETH.8.7,2018,49.12,3.89,15.71,35.67,23.15,64.02,44.39,15.31,43.30,38.41,7.99,-49.25,28.43,7.70,12.44,13.68,18.09,10.28,15.55,7.30
S0_BASE_bs00_E21,ETH.8.7,2018,55.71,5.85,17.32,38.64,23.86,61.09,45.49,18.89,43.35,39.81,22.50,-23.66,41.61,16.68,15.89,8.46,21.01,36.08,15.69,11.19
S0_BASE_bs00_E22,ETH.8.7,2018,58.60,14.90,19.31,38.94,25.28,61.28,45.36,18.84,46.45,38.73,28.86,94.50,57.89,17.57,22.80,8.81,20.67,35.76,23.96,8.18
S0_BASE_bs00_E23,ETH.8.7,2018,60.67,22.16,18.79,39.53,30.49,64.74,46.97,18.94,45.83,39.24,33.39,189.35,53.65,19.34,48.06,14.94,24.97,36.48,22.32,9.61
S0_BASE_bs00_E24,ETH.8.7,2018,58.11,15.02,18.61,40.78,27.55,61.29,45.25,18.55,44.83,40.83,27.77,96.06,52.17,23.12,33.79,8.83,20.37,33.65,19.65,14.04
S0_BASE_bs00_E25,ETH.8.7,2018,57.23,15.61,17.06,40.09,26.01,62.56,45.55,18.52,46.94,39.59,25.84,103.79,39.50,21.04,26.35,11.07,21.17,33.42,25.28,10.58
S0_BASE_bs00_E26,ETH.8.7,2018,58.43,33.93,17.31,40.48,28.62,64.29,47.52,18.74,47.76,40.27,28.47,342.98,41.57,22.23,39.00,14.16,26.42,34.99,27.47,12.50
S0_BASE_bs00_E27,ETH.8.7,2018,60.53,16.24,19.33,39.25,29.36,64.52,46.76,19.54,45.79,41.02,33.08,112.03,58.05,18.51,42.60,14.56,24.40,40.79,22.19,14.58
S0_BASE_bs00_E28,ETH.8.7,2018,61.25,18.05,19.92,40.78,26.97,64.24,46.96,18.40,48.43,40.46,34.68,135.62,62.84,23.12,30.99,14.06,24.94,32.55,29.25,13.01
S0_BASE_bs00_E29,ETH.8.7,2018,58.63,18.91,18.37,39.28,26.11,61.52,45.21,17.85,47.31,39.57,28.92,146.86,50.21,18.61,26.83,9.23,20.27,28.64,26.27,10.53
S0_BASE_bs00_E30,ETH.8.7,2018,54.60,4.60,16.75,35.47,21.78,62.12,44.97,16.17,44.62,39.26,20.06,-39.96,36.92,7.10,5.77,10.29,19.64,16.53,19.07,9.68
S0_BASE_bs00_E31,ETH.8.7,2018,56.92,14.39,15.77,39.12,24.44,62.06,44.65,19.15,46.31,38.27,25.16,87.82,28.91,18.11,18.68,10.19,18.78,37.93,23.58,6.89
S0_BASE_bs00_E32,ETH.8.7,2018,64.91,36.27,18.89,41.68,34.28,62.39,9.35,20.07,48.38,32.51,42.73,373.54,54.43,25.85,66.47,10.78,-75.14,44.62,29.11,-9.19
